,categorical_accuracy,loss,learning_rate
0,0.800000011920929,0.6166260242462158,0.0010000000474974513
1,0.699999988079071,0.5613785982131958,0.0010000000474974513
2,0.75,0.5407911539077759,0.0010000000474974513
3,0.800000011920929,0.39234986901283264,0.0010000000474974513
4,0.550000011920929,0.7443842887878418,0.0010000000474974513
5,0.699999988079071,0.5096144676208496,0.0010000000474974513
6,0.8999999761581421,0.4354521632194519,0.0010000000474974513
7,0.800000011920929,0.548751711845398,0.0010000000474974513
8,0.550000011920929,0.6582452058792114,0.0010000000474974513
9,0.6000000238418579,0.5869680047035217,0.0010000000474974513
10,0.8999999761581421,0.38900226354599,0.0010000000474974513
11,0.8500000238418579,0.3937493860721588,0.0010000000474974513
12,0.75,0.4862285256385803,0.0010000000474974513
13,0.949999988079071,0.3013370931148529,0.0010000000474974513
14,0.8500000238418579,0.5615588426589966,0.0010000000474974513
15,0.75,0.44967713952064514,0.0010000000474974513
16,0.699999988079071,0.5288854837417603,0.0010000000474974513
17,0.6000000238418579,0.6759401559829712,0.0010000000474974513
18,0.8999999761581421,0.4684271216392517,0.0010000000474974513
19,0.800000011920929,0.4463806748390198,0.0010000000474974513
20,0.75,0.518531322479248,0.0010000000474974513
21,0.8500000238418579,0.41587576270103455,0.0010000000474974513
22,0.699999988079071,0.4778282642364502,0.0010000000474974513
23,0.75,0.47766757011413574,0.0010000000474974513
24,0.800000011920929,0.4675593972206116,0.0010000000474974513
25,0.800000011920929,0.4064096510410309,0.0010000000474974513
26,0.8500000238418579,0.3553772568702698,0.0010000000474974513
27,0.75,0.47328296303749084,0.0010000000474974513
28,0.75,0.4880761206150055,0.0010000000474974513
29,0.8500000238418579,0.3153587579727173,0.0010000000474974513
30,0.75,0.3546878695487976,0.0010000000474974513
31,0.75,0.4606896936893463,0.0010000000474974513
32,0.800000011920929,0.38802018761634827,0.0010000000474974513
33,0.8500000238418579,0.37398403882980347,0.0010000000474974513
34,0.8500000238418579,0.3940713107585907,0.0010000000474974513
35,0.8999999761581421,0.3564010262489319,0.0010000000474974513
36,0.949999988079071,0.36222535371780396,0.0010000000474974513
37,0.699999988079071,0.45107460021972656,0.0010000000474974513
38,0.800000011920929,0.522797703742981,0.0010000000474974513
39,0.8999999761581421,0.3027994632720947,0.0010000000474974513
40,0.800000011920929,0.3686293065547943,0.0010000000474974513
41,0.800000011920929,0.4334449768066406,0.0010000000474974513
42,0.6499999761581421,0.5592242479324341,0.0010000000474974513
43,0.8500000238418579,0.39407041668891907,0.0010000000474974513
44,0.75,0.5035303831100464,0.0010000000474974513
45,0.75,0.5317503213882446,0.0010000000474974513
46,0.949999988079071,0.3016090989112854,0.0010000000474974513
47,0.8500000238418579,0.43638768792152405,0.0010000000474974513
48,0.8500000238418579,0.355219304561615,0.0010000000474974513
49,0.8500000238418579,0.4533255696296692,0.0010000000474974513
50,0.8500000238418579,0.3879557251930237,0.0010000000474974513
51,0.75,0.4233478605747223,0.0010000000474974513
52,0.8500000238418579,0.44048523902893066,0.0010000000474974513
53,0.8500000238418579,0.3976256549358368,0.0010000000474974513
54,1.0,0.25402864813804626,0.0010000000474974513
55,0.8999999761581421,0.23212747275829315,0.0010000000474974513
56,0.800000011920929,0.42619943618774414,0.0010000000474974513
57,0.8500000238418579,0.4043775498867035,0.0010000000474974513
58,0.800000011920929,0.3636798858642578,0.0010000000474974513
59,0.800000011920929,0.3654305338859558,0.0010000000474974513
60,0.75,0.426984965801239,0.0010000000474974513
61,0.8500000238418579,0.3667336106300354,0.0010000000474974513
62,0.699999988079071,0.43840479850769043,0.0010000000474974513
63,0.8999999761581421,0.34920942783355713,0.0010000000474974513
64,0.800000011920929,0.5094135999679565,0.0010000000474974513
65,1.0,0.26447516679763794,0.0010000000474974513
66,0.699999988079071,0.4497101306915283,0.0010000000474974513
67,0.8999999761581421,0.3380141854286194,0.0010000000474974513
68,0.800000011920929,0.44070664048194885,0.0010000000474974513
69,0.699999988079071,0.43970951437950134,0.0010000000474974513
70,0.800000011920929,0.4167746603488922,0.0010000000474974513
71,0.8500000238418579,0.39063191413879395,0.0010000000474974513
72,0.949999988079071,0.25779205560684204,0.0010000000474974513
73,0.800000011920929,0.42185479402542114,0.0010000000474974513
74,0.8500000238418579,0.3070080578327179,0.0010000000474974513
75,0.8999999761581421,0.3084673285484314,0.0010000000474974513
76,0.8500000238418579,0.41838058829307556,0.0010000000474974513
77,0.6000000238418579,0.5671186447143555,0.0010000000474974513
78,0.949999988079071,0.3037693500518799,0.0010000000474974513
79,0.949999988079071,0.31512537598609924,0.0010000000474974513
80,1.0,0.28400978446006775,0.0010000000474974513
81,0.8999999761581421,0.2777664363384247,0.0010000000474974513
82,0.8999999761581421,0.3193562626838684,0.0010000000474974513
83,0.800000011920929,0.40104159712791443,0.0010000000474974513
84,0.75,0.4184993803501129,0.0010000000474974513
85,0.8999999761581421,0.2242393046617508,0.0010000000474974513
86,0.8500000238418579,0.29637330770492554,0.0010000000474974513
87,0.8999999761581421,0.30001384019851685,0.0010000000474974513
88,0.8999999761581421,0.29838934540748596,0.0010000000474974513
89,0.75,0.45158132910728455,0.0010000000474974513
90,0.8500000238418579,0.39652615785598755,0.0010000000474974513
91,0.8500000238418579,0.35960477590560913,0.0010000000474974513
92,0.949999988079071,0.29253339767456055,0.0010000000474974513
93,0.800000011920929,0.2941274642944336,0.0010000000474974513
94,0.8999999761581421,0.33291706442832947,0.0010000000474974513
95,0.8999999761581421,0.3187498152256012,0.0010000000474974513
96,0.800000011920929,0.2990281581878662,0.0010000000474974513
97,0.800000011920929,0.4046107232570648,0.0010000000474974513
98,0.8999999761581421,0.2927069067955017,0.0010000000474974513
99,0.800000011920929,0.36715227365493774,0.0010000000474974513
100,0.800000011920929,0.4009445309638977,0.0010000000474974513
101,0.949999988079071,0.2694076597690582,0.0010000000474974513
102,0.949999988079071,0.25465506315231323,0.0010000000474974513
103,0.8500000238418579,0.30902397632598877,0.0010000000474974513
104,0.8999999761581421,0.2750229239463806,0.0010000000474974513
105,0.949999988079071,0.24729695916175842,0.0010000000474974513
106,0.949999988079071,0.21946421265602112,0.0010000000474974513
107,0.949999988079071,0.20778422057628632,0.0010000000474974513
108,0.949999988079071,0.17355237901210785,0.0010000000474974513
109,0.949999988079071,0.1687496304512024,0.0010000000474974513
110,0.8999999761581421,0.3069658875465393,0.0010000000474974513
111,0.8500000238418579,0.33250007033348083,0.0010000000474974513
112,0.949999988079071,0.1982433795928955,0.0010000000474974513
113,0.8500000238418579,0.26023218035697937,0.0010000000474974513
114,0.75,0.35673946142196655,0.0010000000474974513
115,0.8999999761581421,0.3573567271232605,0.0010000000474974513
116,0.800000011920929,0.3590439260005951,0.0010000000474974513
117,0.949999988079071,0.32236137986183167,0.0010000000474974513
118,0.949999988079071,0.23537921905517578,0.0010000000474974513
119,0.800000011920929,0.3361824154853821,0.0010000000474974513
120,0.8999999761581421,0.24847909808158875,0.0010000000474974513
121,0.800000011920929,0.3034791946411133,0.0010000000474974513
122,0.949999988079071,0.26266634464263916,0.0010000000474974513
123,0.8500000238418579,0.21527905762195587,0.0010000000474974513
124,0.800000011920929,0.3874269127845764,0.0010000000474974513
125,0.8999999761581421,0.2581707537174225,0.0010000000474974513
126,0.800000011920929,0.3473385274410248,0.0010000000474974513
127,0.8999999761581421,0.17219731211662292,0.0010000000474974513
128,0.8500000238418579,0.23311562836170197,0.0010000000474974513
129,0.949999988079071,0.2622573971748352,0.0010000000474974513
130,0.8500000238418579,0.37592169642448425,0.0010000000474974513
131,0.8999999761581421,0.269672691822052,0.0010000000474974513
132,0.949999988079071,0.23081505298614502,0.0010000000474974513
133,0.8999999761581421,0.1459496170282364,0.0010000000474974513
134,0.8500000238418579,0.34407922625541687,0.0010000000474974513
135,0.8999999761581421,0.3111500144004822,0.0010000000474974513
136,0.8500000238418579,0.29787537455558777,0.0010000000474974513
137,0.8999999761581421,0.23343133926391602,0.0010000000474974513
138,0.949999988079071,0.15311619639396667,0.0010000000474974513
139,0.8500000238418579,0.30436551570892334,0.0010000000474974513
140,0.8999999761581421,0.3170708417892456,0.0010000000474974513
141,0.8500000238418579,0.2656906843185425,0.0010000000474974513
142,0.949999988079071,0.22423763573169708,0.0010000000474974513
143,0.949999988079071,0.25522056221961975,0.0010000000474974513
144,0.800000011920929,0.45918717980384827,0.0010000000474974513
145,0.8500000238418579,0.3398377597332001,0.0010000000474974513
