,categorical_accuracy,loss,learning_rate
0,0.36666667461395264,1.4312156438827515,0.0010000000474974513
1,0.4333333373069763,1.3212674856185913,0.0010000000474974513
2,0.4333333373069763,1.3021552562713623,0.0010000000474974513
3,0.4333333373069763,1.297491431236267,0.0010000000474974513
4,0.4333333373069763,1.3061885833740234,0.0010000000474974513
5,0.4333333373069763,1.300688624382019,0.0010000000474974513
6,0.4333333373069763,1.306997537612915,0.0010000000474974513
7,0.4333333373069763,1.2889258861541748,0.0010000000474974513
8,0.4333333373069763,1.2992804050445557,0.0010000000474974513
9,0.4333333373069763,1.2929407358169556,0.0010000000474974513
10,0.4333333373069763,1.3080028295516968,0.0010000000474974513
11,0.4333333373069763,1.2894283533096313,0.0010000000474974513
12,0.4333333373069763,1.3058360815048218,0.0010000000474974513
13,0.4333333373069763,1.2985368967056274,0.0010000000474974513
14,0.4333333373069763,1.305280089378357,0.0010000000474974513
15,0.4333333373069763,1.288297414779663,0.0010000000474974513
16,0.4333333373069763,1.2917813062667847,0.0010000000474974513
17,0.4333333373069763,1.288387656211853,0.0010000000474974513
18,0.4333333373069763,1.2893978357315063,0.0010000000474974513
19,0.4333333373069763,1.2936534881591797,0.0010000000474974513
20,0.4333333373069763,1.2892649173736572,0.0010000000474974513
21,0.4333333373069763,1.2877718210220337,0.0010000000474974513
22,0.4333333373069763,1.288781762123108,0.0010000000474974513
23,0.4333333373069763,1.2970149517059326,0.0010000000474974513
24,0.4333333373069763,1.3052557706832886,0.0010000000474974513
25,0.4333333373069763,1.2979202270507812,0.0010000000474974513
26,0.4333333373069763,1.3064385652542114,0.0010000000474974513
27,0.4333333373069763,1.284776210784912,0.0010000000474974513
28,0.4333333373069763,1.29647958278656,0.0010000000474974513
29,0.4333333373069763,1.2875804901123047,0.0010000000474974513
30,0.4333333373069763,1.2914820909500122,0.0010000000474974513
31,0.4333333373069763,1.292635440826416,0.0010000000474974513
32,0.4333333373069763,1.2871263027191162,0.0010000000474974513
33,0.4333333373069763,1.2877634763717651,0.0010000000474974513
34,0.4333333373069763,1.2883433103561401,0.0010000000474974513
35,0.4333333373069763,1.284462809562683,0.0010000000474974513
36,0.4333333373069763,1.2873302698135376,0.0010000000474974513
37,0.4333333373069763,1.2921562194824219,0.0010000000474974513
38,0.4333333373069763,1.2953392267227173,0.0010000000474974513
39,0.4333333373069763,1.3022278547286987,0.0010000000474974513
40,0.4333333373069763,1.2878111600875854,0.0010000000474974513
41,0.4333333373069763,1.286327600479126,0.0010000000474974513
42,0.4333333373069763,1.294509768486023,0.0010000000474974513
43,0.4333333373069763,1.288964867591858,0.0010000000474974513
44,0.4333333373069763,1.2933769226074219,0.0010000000474974513
45,0.4333333373069763,1.2870079278945923,0.0010000000474974513
46,0.4333333373069763,1.288888931274414,0.0010000000474974513
47,0.4333333373069763,1.2957183122634888,0.0010000000474974513
48,0.4333333373069763,1.2942951917648315,0.0010000000474974513
49,0.4333333373069763,1.2850494384765625,0.0010000000474974513
50,0.4333333373069763,1.2891818284988403,0.0010000000474974513
51,0.4333333373069763,1.2920783758163452,0.0010000000474974513
52,0.4333333373069763,1.2869455814361572,0.0010000000474974513
53,0.4333333373069763,1.2928340435028076,0.0010000000474974513
54,0.4333333373069763,1.2873759269714355,0.0010000000474974513
55,0.4333333373069763,1.2918437719345093,0.0010000000474974513
56,0.4333333373069763,1.2863470315933228,0.0010000000474974513
57,0.4333333373069763,1.2962111234664917,0.0010000000474974513
58,0.4333333373069763,1.2910468578338623,0.0010000000474974513
59,0.4333333373069763,1.2895643711090088,0.0010000000474974513
60,0.4333333373069763,1.3105981349945068,0.0010000000474974513
61,0.4333333373069763,1.2863657474517822,0.0010000000474974513
62,0.4333333373069763,1.2837715148925781,0.0010000000474974513
63,0.4333333373069763,1.2867311239242554,0.0010000000474974513
64,0.4333333373069763,1.2902030944824219,0.0010000000474974513
65,0.4333333373069763,1.2898350954055786,0.0010000000474974513
66,0.4333333373069763,1.2943440675735474,0.0010000000474974513
67,0.4333333373069763,1.3060929775238037,0.0010000000474974513
68,0.4333333373069763,1.2855976819992065,0.0010000000474974513
69,0.4333333373069763,1.2812086343765259,0.0010000000474974513
70,0.4333333373069763,1.2892495393753052,0.0010000000474974513
71,0.4333333373069763,1.2915823459625244,0.0010000000474974513
72,0.4333333373069763,1.2827038764953613,0.0010000000474974513
73,0.4333333373069763,1.2861638069152832,0.0010000000474974513
74,0.4333333373069763,1.2844613790512085,0.0010000000474974513
75,0.4333333373069763,1.2847874164581299,0.0010000000474974513
76,0.4333333373069763,1.2882881164550781,0.0010000000474974513
77,0.4333333373069763,1.2864187955856323,0.0010000000474974513
78,0.4333333373069763,1.2930850982666016,0.0010000000474974513
79,0.4333333373069763,1.2898423671722412,0.0010000000474974513
80,0.4333333373069763,1.2878211736679077,0.0010000000474974513
81,0.4333333373069763,1.2850300073623657,0.0010000000474974513
82,0.4333333373069763,1.2813677787780762,0.0010000000474974513
83,0.4333333373069763,1.2824448347091675,0.0010000000474974513
84,0.4333333373069763,1.292608380317688,0.0010000000474974513
85,0.4333333373069763,1.2954827547073364,0.0010000000474974513
86,0.4333333373069763,1.2842837572097778,0.0010000000474974513
87,0.4333333373069763,1.286035418510437,0.0010000000474974513
88,0.4333333373069763,1.2805919647216797,0.0010000000474974513
89,0.4333333373069763,1.282997727394104,0.0010000000474974513
90,0.4333333373069763,1.2817399501800537,0.0010000000474974513
91,0.4333333373069763,1.2841600179672241,0.0010000000474974513
92,0.4333333373069763,1.2862792015075684,0.0010000000474974513
93,0.4333333373069763,1.2848223447799683,0.0010000000474974513
94,0.4333333373069763,1.2802001237869263,0.0010000000474974513
